"age 
", |eɪdʒ|,"возраст, век, эпоха, период, старость, стареть, постареть, стариться, старить","-->>> Cheddar cheese ages well.-->>> Francis is the same age as me.-->>> She aged gracefully.-->>> Dad retired at the age of 56.-->>> Age of Enlightenment-->>> The experience had aged him in advance of his years.-->>> We haven't seen you both for ages.-->>> We are living in the age of technology.-->>> She was now of school age.-->>> She's tall for her age, isn't she?-->>> His troubles have aged him.-->>> We've known each other for ages.-->>> The buildings are ageing, and some are unsafe.-->>> The program is for people over age 50.-->>> Too much sun ages the skin.-->>> The wine ages in oak barrels.-->>> She died tragically at a young age.-->>> He was worried to see how much she'd aged.-->>> Old age is not for sissies.-->>> The wine is aged in oak barrels.-->>> High blood pressure increases with age.-->>> She was just over 16 years of age.-->>> Age hasn't slowed him down at all.-->>> Exposure to the sun has aged her skin.-->>> In Britain, schooling starts at age 5.-->>> Some people are reluctant to reveal their ages.-->>> We live in a litigious age.-->>> She died at the ripe old age of 90.-->>> It was replaced because of its age.-->>> The movie appeals to people of all ages.","-->>> Сыр чеддер с возрастом становится лучше.-->>> Френсис такого же возраста, что и я.-->>> Она старела с достоинством.-->>> Папа вышел на пенсию в возрасте пятидесяти шести лет.-->>> Эпоха просвещения-->>> Пережитое преждевременно состарило его.-->>> Мы вас обоих не видели целую вечность.-->>> Мы живём в век техники.-->>> Она была уже школьного возраста.-->>> Она высокая для своих лет, не так ли?-->>> Беды состарили его.-->>> Мы знаем друг друга много лет /очень давно, лет сто/.-->>> Здания стареют, а некоторые находятся в аварийном состоянии.-->>> Данная программа предназначена для людей старше пятидесяти лет.-->>> Злоупотребление солнечными ваннами старит кожу.-->>> Это вино выдерживается в дубовых бочках.-->>> Она трагически погибла в молодом возрасте.-->>> Он боялся увидеть, насколько она постарела.-->>> Старость — это не для слабаков.-->>> Вино выдерживается в дубовых бочках.-->>> Высокое кровяное давление с возрастом повышается.-->>> Она была чуть старше шестнадцати лет.-->>> С возрастом он нисколько не стал медленнее.-->>> Солнечные лучи состарили её кожу.-->>> В Великобритании обучение в школе начинается с пяти лет.-->>> Некоторые люди неохотно раскрывают свой возраст.-->>> Мы живём в век сутяжничества.-->>> Она умерла в преклонном возрасте девяноста лет.-->>> Эту вещь заменили из-за её возраста.-->>> Этот фильм привлекает людей всех возрастов.",
"section 
", |ˈsekʃn|,"раздел, секция, часть, сечение, разрез, подразделять, делить на части","-->>> Peel and section the orange.-->>> Section 17 provides that all decisions must be circulated in writing.-->>> The baby was delivered by Caesarean section.-->>> Start each section of your essay on a new page.-->>> He had heard that the after section of an aircraft is safer in the event of a crash.-->>> Peel and section the oranges.-->>> I showed the customer the glove section.-->>> He ate a section of the orange.-->>> This section of the road is closed.-->>> Do you want to sit in the nonsmoking section?-->>> After raising the money, the hospital was able to build out a whole new section.-->>> Section the chicken and marinate the parts.-->>> Just skim through the second section to save time.-->>> She was sectioned by the judge.-->>> Metal sections were used below ground.-->>> The siding comes in five-foot sections.-->>> The drawing showed the human brain in cross section.-->>> No section of the nation is more ardent than the South.-->>> He was seen by a shepherd, gamely negotiating a particularly tricky section of the mountain road to San Doloroso.-->>> The actor's penchant for embellishment suggests that his memoirs would be more appropriately shelved in the fiction section.-->>> Article I, Section 8 of the U.S. Constitution-->>> He always turns first to the business section.-->>> There are three synagogues in the Jewish section.-->>> Both her children were born by caesarean section.-->>> He scored well on the verbal section of the test.-->>> The plane's tail section was found in a cornfield.-->>> This issue will be discussed further in section 2.-->>> Turn back to the summaries at the end of section 1.5.-->>> We had seats in the nosebleed section of the stadium.-->>> The class surveyed a cross section of the student body.-->>> Guide your students through the program one section at a time.-->>> ...wherein this document can be demonstrated to be out of compliance with current standards, that section will be considered null and void...","-->>> Очистите апельсин от кожуры и разделите на дольки.-->>> Раздел 17 предусматривает, что все решения должны передаваться в письменной форме.-->>> Младенец родился с помощью кесарева сечения.-->>> Каждый раздел вашего сочинения начинайте с новой страницы.-->>> Он когда-то слышал, что хвостовая часть самолета безопаснее в случае аварии.-->>> Очистите апельсины и разделите их на дольки.-->>> Я показал покупателю отдел перчаток.-->>> Он съел дольку апельсина.-->>> Этот участок дороги закрыт.-->>> Вы хотите сидеть в зоне для некурящих?-->>> После сбора средств больница смогла оплатить постройку нового корпуса.-->>> Разделайте курицу на части и замаринуйте.-->>> Просто посмотрите бегло второй раздел, чтобы сэкономить время.-->>> Судья отправил её в психиатрическую лечебницу.-->>> Под землёй использовались металлические секции.-->>> Сайдинг поступает в продажу в виде пятифутовых секций.-->>> На рисунке был изображён человеческий мозг в поперечном сечении.-->>> Нет в стране более горячей и страстной области, чем её юг.-->>> Некий пастух видел его, когда тот бодро пробирался по особенно коварному участку горной тропы, ведущей в Сан-Долоросо.-->>> Ввиду склонности актёра к преувеличению, его мемуары более уместно выставить в отделе художественной литературы.-->>> Статья I, Раздел 8 Конституции США-->>> Сперва он всегда читает раздел деловых новостей.-->>> В еврейском квартале есть три синагоги.-->>> Оба её ребёнка были рождены путём кесарева сечения.-->>> Он набрал хорошие баллы за устную часть экзамена.-->>> Хвост самолета нашли в кукурузном поле.-->>> Этот вопрос будет более подробно обсуждаться в разделе 2.-->>> Вернёмся к выводам, которые находятся в конце раздела 1.5.-->>> У нас были места на самом верхнем ярусе стадиона.-->>> Класс провёл исследование поперечного среза студенческого сообщества.",
"dress 
", |dres|,"платье, одежда, одеяние, одеваться, одевать, парадный, плательный",-->>> I dressed quickly.-->>> The dress fits well.-->>> Do you like my new dress?-->>> They always dress for dinner.-->>> Can the child dress by herself?-->>> He came out dressed in white.-->>> She dressed warmly for skiing.-->>> The dress doesn't suit you.-->>> This dress is hers.-->>> She wore a short black dress to the party.-->>> Where did you buy that dress?-->>> Let's dress a doll.-->>> What a darling little dress!-->>> This dress becomes you well.-->>> She dresses in the latest Paris fashion.-->>> Her dress was a knockout.-->>> This dress hangs well.-->>> The dress fitted me fine.-->>> The dress got wrinkled-->>> The dress sits ill on her.-->>> Her dress was a smoky blue.-->>> This dress is sewn by hand.-->>> Her dress is pale pink.-->>> The dress hugged her hips-->>> She wore a gold lame dress.-->>> That dress is just darling.-->>> Mary's dress is really cool.-->>> Her dress was a violent red.-->>> This dress spots quickly.-->>> The dress fits perfectly.-->>> My wife's always going on at me to dress better.-->>> His eyes quickly took in the elegance of her dress.-->>> I have a fitting for my wedding dress this afternoon.,"-->>> Я быстро оделся.-->>> Платье сидит хорошо.-->>> Тебе нравится мое новое платье?-->>> Они всегда наряжаются к ужину. (ужинают хорошо одетыми)-->>> Девочка умеет самостоятельно одеваться?-->>> Он вышел, одетый во всё белое.-->>> Для катания на лыжах она оделась тепло.-->>> Это платье вам не идёт.-->>> Это её платье.-->>> Она надела на вечеринку короткое чёрное платье.-->>> Где ты купила это платье?-->>> Давай нарядим куклу.-->>> Какое прелестное платьице!-->>> Это платье вам очень идёт.-->>> Она одевается по последней парижской моде.-->>> Её платье было сногсшибательным.-->>> Это платье сидит хорошо.-->>> Платье сидело на мне прекрасно.-->>> Платье помялось.-->>> Платье сидит на ней плохо.-->>> Её платье было дымчато-голубого цвета.-->>> Это платье сшито вручную.-->>> Её платье — бледно-розового цвета.-->>> Платье облегало ей бёдра.-->>> На ней было платье из золотой парчи /из золотого ламе/.-->>> Это платье — просто прелесть.-->>> Платье Мэри и впрямь очень крутое.-->>> Eё платье было интенсивно красного цвета.-->>> Это платье быстро пачкается.-->>> Платье отлично сидит.",
"cloud 
", |klaʊd|,"облако, туча, пятно, множество, покров, тьма, омрачать, омрачаться, мутить","-->>> His head was in the clouds.-->>> The sun was behind a cloud.-->>> The sun went behind a cloud.-->>> The sun sank below a cloud.-->>> A cloud has blotted out the moon.-->>> The cloud kept changing shape.-->>> All at once, a cloud has blanched the blue.-->>> It's nice outside, with not a cloud in the sky.-->>> Don't let your personal feelings cloud your judgement.-->>> Thick mist clouded the mountaintops.-->>> There wasn't a cloud in the sky.-->>> The windows have clouded over in the steam.-->>> The chemical clouded the liquid to which it was added.-->>> Then suspicion clouded his face.-->>> Fear had clouded his vision.-->>> Uninformed judgements only cloud the issue.-->>> The final years of her life were clouded by illness.-->>> The water clouded and I could no longer see the river bed.-->>> The smoke clouded above the houses.-->>> The stars are obscured by the clouds.-->>> Their faces were clouded with sadness.-->>> The stroke clouded memories of her youth.-->>> These new ideas only cloud the issue further.-->>> A car sped past in a cloud of dust.-->>> Visibility was bad due to low cloud.-->>> A cloud of gloom has descended over the city.-->>> Cloud cover in the morning should clear later.-->>> He left the company under a cloud of suspicion.-->>> The backs were gilt or rather clouded with gold.-->>> The room darkened as a cloud hid the sun's rays.-->>> Ann's eyes clouded with the pain.-->>> A cloud of steam rose into the air-->>> Dark clouds floated across the moon.","-->>> Он витал в облаках.-->>> Солнце скрылось за тучей.-->>> Солнце ушло за тучу.-->>> Солнце зашло за тучу.-->>> Туча закрыла луну.-->>> Облако всё время меняло свою форму.-->>> Неожиданно на небе появилось белое облако.-->>> На улице хорошо — на небе ни облачка.-->>> Не позволяйте своим личным чувствам затмить ваше суждение.-->>> Горные вершины затянул густой туман.-->>> На небе не было ни облачка.-->>> Окна запотели.-->>> Добавление к жидкости данного реактива привело к её помутнению.-->>> Тогда тень подозрения омрачила его лицо.-->>> От страха у него помутилось в глазах.-->>> Невежественные суждения лишь ещё больше запутывают данную проблему.-->>> Последние годы её жизни были омрачены болезнью.-->>> Вода помутнела, и дна реки я больше разглядеть не мог.-->>> Дым облаком клубился над домами.-->>> Звезды скрыты облаками.-->>> Их лица были омрачены печалью.-->>> Инсульт затуманил её воспоминания о молодости.-->>> Эти новые идеи только ещё больше запутывают данную проблему.-->>> Мимо в облаке пыли промчался автомобиль.-->>> Видимость была плохая из-за низкой облачности.-->>> На город опустилось облако тоски и уныния.-->>> Утренний слой облаков позже должен рассеяться.-->>> Он покинул компанию, находясь под тяжёлым подозрением.-->>> Спинки были позолочены или, скорее, оттенены золотом.-->>> Солнце зашло за тучу, и в комнате потемнело.",
"surprise 
", |sərˈpraɪz|,"сюрприз, удивление, удивлять, поражать, неожиданный, внезапный","-->>> I am surprised at you.-->>> What a nice surprise!-->>> Is the party a surprise?-->>> She surprised the couple.-->>> I surprised him in the act.-->>> We looked about us in surprise.-->>> The novelty did not surprise me one whit.-->>> The news really surprised me.-->>> To my surprise, it turned out that I was wrong.-->>> She turned her head in surprise.-->>> She handed him a surprise.-->>> What a surprise to find you here!-->>> The question took her by surprise.-->>> He surprised an interesting scene.-->>> The conviction came as no surprise.-->>> The announcement came as no great surprise.-->>> She expressed surprise at his rude behavior.-->>> Don't breathe a word; it's supposed to be a surprise.-->>> He stared at her in surprise.-->>> Her surprise did not register.-->>> His strange question surprised her.-->>> A look of surprise crossed her face.-->>> The surprise party was a complete failure.-->>> I have a surprise for you: we are moving to Switzerland.-->>> Her eyes widened in surprise.-->>> Kate! What a pleasant surprise!-->>> This let me in for a big surprise.-->>> She arched her eyebrows in surprise.-->>> A frisson of surprise shot through him.-->>> Melanie experienced a jolt of surprise.-->>> The results will surprise you.-->>> Bill looked at him in surprise.-->>> The surprise attack came at dawn.","-->>> Вы меня удивляете.-->>> Какой приятный сюрприз!-->>> Эта вечеринка — сюрприз?-->>> Она застала эту парочку врасплох.-->>> Я накрыл его на месте преступления.-->>> Мы с удивлением огляделись.-->>> Эта новость меня совершенно не удивила.-->>> Эта новость меня очень удивила.-->>> К моему удивлению, оказалось, что я ошибался.-->>> Она удивлённо обернулась.-->>> Она поразила его.-->>> Как неожиданно тебя здесь видеть!-->>> Вопрос застал её врасплох.-->>> Он случайно застал интересную сцену.-->>> Обвинительный приговор не стал неожиданностью.-->>> Объявление это большим сюрпризом не стало.-->>> Она выразила удивление его грубым поведением.-->>> Никому ни слова: это должно быть сюрпризом.-->>> Он удивлённо уставился на неё.-->>> Она не подала виду, что удивлена.-->>> Его странный вопрос удивил её.-->>> На её лице промелькнуло удивление.-->>> Вечеринка-сюрприз полностью провалилась.-->>> У меня для тебя сюрприз: мы отправляемся в Швейцарию.-->>> Её глаза расширились от удивления.-->>> Кейт! Какой приятный сюрприз!-->>> Это было для меня большой неожиданностью.-->>> Она приподняла брови от удивления.-->>> Дрожь удивления пронзила его.-->>> От неожиданности Мелани испытала шок.",
"quiet 
", |ˈkwaɪət|,"тихий, спокойный, тихо, тайком, успокаивать, покой, спокойствие","-->>> Please be quiet!-->>> He led a quiet life.-->>> Can I have some quiet, please?-->>> We were enjoying the quiet of the forest.-->>> He was a quiet, shy man.-->>> Quiet, you lot!-->>> I've had an awful day - now I just want some peace and quiet.-->>> Quiet! The baby's asleep.-->>> He's a very quiet person.-->>> He spoke in a very quiet voice.-->>> Quiet down and get ready for bed!-->>> Girls! Please be quiet.-->>> I asked them to keep quiet.-->>> I did what was possible to quiet her.-->>> They were curiously quiet.-->>> August is a quiet time of year for the retail trade.-->>> They're being ever so quiet.-->>> Sit here as quiet as you can.-->>> He was a quiet, pious man.-->>> The church was dark and quiet.-->>> Be quiet, Jim. This is serious.-->>> She warned him to be quiet.-->>> At twelve he was a quiet boy.-->>> The street was unnaturally quiet.-->>> They lived a quiet, pious life.-->>> Jack's air of quiet authority-->>> She hissed at me to be quiet.-->>> She led a quiet uneventful life.-->>> She has a quiet disposition.-->>> He was a quiet, inscrutable man.-->>> I need a little peace and quiet.-->>> He spoke in a quiet melodious voice.-->>> Her voice was quiet and confidential.","-->>> Потише, пожалуйста!-->>> Он вёл спокойную жизнь. / Он жил тихо.-->>> Можете ли оставить меня не надолго в покое, пожалуйста?-->>> Мы наслаждались тишиной леса.-->>> Он был тихим, застенчивым человеком.-->>> А ну все успокоились! / А ну всем тише!-->>> У меня был ужасный день, и сейчас я просто хочу тишины и покоя.-->>> Тихо! Ребенок спит.-->>> Он очень спокойный человек.-->>> Он говорил очень тихим голосом.-->>> Успокойтесь и приготовьтесь ложиться спать!-->>> Девочки! Потише, пожалуйста.-->>> Я попросил их не шуметь.-->>> Я сделал всё возможное, чтобы успокоить её.-->>> Они были на удивление спокойны.-->>> Август — сезон затишья в розничной торговле.-->>> Они всегда такие спокойные!-->>> Сидите здесь как можно тише.-->>> Человек он был тихий и набожный.-->>> В церкви было темно и тихо.-->>> Успокойся, Джим. Это важно.-->>> Она предупредила его, чтобы вёл себя тихо.-->>> В двенадцать лет он был тихим, спокойным мальчиком.-->>> На улице было неестественно тихо.-->>> Они жили тихой, благочестивой жизнью.-->>> исходящее от Джека ощущение спокойного авторитета-->>> Она шикнула на меня, чтобы я успокоилась.-->>> Она вела тихую жизнь, не богатую на события.-->>> У неё тихий нрав.-->>> Это был человек тихий и загадочный.",
"stone 
", |stəʊn|,"каменный, камень, стоун, камешек, побивать камнями","-->>> He aimed a stone at me.-->>> He must have a heart of stone.-->>> He spat out a stone.-->>> The pedestal is made of stone.-->>> The stone was a greyish colour.-->>> The horse leaped the stone wall.-->>> The stone has a soapy feel.-->>> The soup was stone cold.-->>> Stone the peaches before serving.-->>> The stone plopped into the river.-->>> He looked stricken into stone.-->>> She knocked her head on a stone.-->>> The roof is slabbed with stone.-->>> You cannot get water out of a stone.-->>> Not a stone was left standing.-->>> Her face was as hard as stone.-->>> Someone threw a stone at the car.-->>> The dead tree petrified into stone.-->>> The stone thudded to the ground.-->>> He levered the stone into place.-->>> Stone tools precede bronze tools.-->>> A flat stone was used as a table.-->>> The stone has an irregular shape.-->>> Tip the arrow with the small stone.-->>> You can't get water out of a stone.-->>> He tripped over a stone and tumbled.-->>> He plucked a stone out of the river.-->>> The stone steps had been worn smooth.-->>> The stone wall is from a bygone age.-->>> Once built, stone walls last forever.-->>> The floors are made of stone.-->>> They scraped a letter into the stone-->>> They chipped their names in the stone","-->>> Он запустил в меня камнем.-->>> Должно быть, у него каменное сердце.-->>> Он выплюнул косточку (зёрнышко плода).-->>> Постамент выполнен из камня.-->>> Камень был сероватого цвета.-->>> Лошадь перепрыгнула каменную стену.-->>> Наощупь этот камень как будто намыленный.-->>> Суп был холодный, как лёд.-->>> Выньте косточки из персиков перед тем как подать стол.-->>> Камень шлёпнулся в реку.-->>> Он словно обратился в камень.-->>> Она ударилась головой о камень.-->>> Крыша выложена каменными плитами.-->>> Нельзя получить воду из камня. / Из камня воды не добудешь.-->>> Камня на камне не осталось.-->>> Её лицо было твёрдым, как камень.-->>> Кто-то бросил в машину камень.-->>> Мёртвое дерево окаменело /превратилось в камень/.-->>> Камень бухнулся на землю.-->>> Он вернул камень на место с помощью рычага.-->>> Каменные орудия предшествовали бронзовым.-->>> Плоский камень использовался в качестве стола.-->>> Этот камень имеет неправильную форму.-->>> Снабдите стрелу наконечником из небольшого камушка.-->>> Из камня нельзя получить воду.-->>> Он споткнулся о камень и упал.-->>> Он вытащил камень из реки.-->>> Каменные ступеньки были гладко отполированы.-->>> Эта каменная стена дошла до нас из прошлых веков.-->>> После постройки каменные стены остаются навечно.",
"tiny 
", |ˈtaɪnɪ|,"крошечный, крохотный, малюсенький, маленький ребенок","-->>> Tiny black spots freckled the walls.-->>> The computer chips were tiny.-->>> There's just one tiny little problem.-->>> She lives in a tiny fifth floor walk-up in New York.-->>> The plate had a tiny chip in the edge.-->>> The tiny fox cubs drink nothing but their mother's milk.-->>> You think that you are a tiny body, while the great universe is enfolded in you.-->>> It was a tight squeeze in the tiny hall.-->>> The tiny kitten mewled for its mother.-->>> The earrings were tiny.-->>> I wish we could go outside instead of stifling in this tiny room.-->>> She always felt a tiny bit sad.-->>> The child left her tiny footprints in the snow.-->>> I will never understand why people build those mega houses on tiny lots.-->>> Sue ripped his photo up into tiny bits.-->>> Even Oliver felt a tiny spark of excitement.-->>> The Firm X was a tiny, undercapitalized company.-->>> The baby held onto my thumb with her tiny fingers.-->>> The plate hit the floor, and shattered into tiny bits.-->>> Aren't you even a tiny bit scared?-->>> Ella looked at the tiny face poking out of the blanket.-->>> Every inch of space in the tiny shop was crammed with goods.-->>> Pauline wore a tiny gold cross.-->>> She built a tiny business into a worldwide empire.-->>> I had to squint my eyes to focus on the tiny letters.-->>> Most residents live in tiny apartments and pay over the odds for them too.-->>> Bad teachers are a tiny minority.-->>> The Fortune is a tiny gem of a theatre.-->>> Are we going to hear the patter of tiny feet?-->>> Tiny white flowers patterned the ground like confetti.-->>> We were plagued by a myriad tiny flies.-->>> She maneuvered her car into the tiny garage.-->>> Linda's hair sparkled with tiny ice crystals.","-->>> Крошечные черные пятна покрыли стены.-->>> Компьютерные микросхемы были крошечные.-->>> Есть только одна крошечная загвоздка.-->>> Она живёт в Нью-Йорке, в маленькой квартире на пятом этаже в доме без лифта.-->>> На ободке тарелки была крошечная щербинка.-->>> Крошечные лисята не пьют ничего, кроме материнского молока.-->>> Вы думаете, что вы - крупинка, тогда как в вас заключена огромная вселенная.-->>> В крошечный холл набилось много народу.-->>> Крошечный котёнок жалобно звал маму.-->>> Серьги были крошечными.-->>> Вот бы нам пойти на улицу, вместо того, чтобы задыхаться в этой крошечной комнате.-->>> Ей всегда было чуточку грустно.-->>> Девочка оставила на снегу свои крошечные следы.-->>> Я никогда не пойму, почему люди строят такие громадные дома на крошечных участках земли.-->>> Сью разорвала его фото на маленькие кусочки.-->>> Даже Оливер почувствовал лёгкое волнение.-->>> Фирма ""Х"" была крошечной, недостаточно капитализированной компанией.-->>> Малышка ухватила меня за большой палец своими крохотными пальчиками.-->>> Тарелка ударилась об пол и разлетелась на маленькие кусочки.-->>> Неужели тебе ни капельки не страшно?-->>> Элла взглянула /посмотрела/ на крохотное личико, выглядывающее из-под одеяла.-->>> Каждый дюйм пространства в этом крошечном магазинчике был набит товарами.-->>> Полина носила крошечный золотой крестик.-->>> Она превратила крошечное предприятие во всемирную империю.-->>> Мне пришлось прищуриться, чтобы разглядеть эти крошечные буквы.-->>> Большинство жителей живёт в крошечных квартирах, да ещё и здорово за них переплачивает.-->>> Плохие учителя составляют ничтожное меньшинство.-->>> Театр ""Форчун"" — совсем крошечный; игрушка, а не театр.-->>> Собираетесь ли вы заводить детей?-->>> Крошечные белые цветы усеивали землю, словно конфетти.",
"climb 
", |klaɪm|,"подъем, восхождение, набор высоты, вьюнок, подниматься, взобраться, забраться","-->>> Harry climbed the stairs.-->>> He climbed over the fence.-->>> He climbed into his clothes.-->>> I climbed into bed and pretended to be asleep.-->>> The cat fell into the hole and couldn't climb out of it.-->>> But you were seen taking the book; now try to climb out of that one.-->>> Climb down out of that tree!-->>> It took them six days to climb the mountain.-->>> As a kid, I loved to climb trees.-->>> It was a difficult climb to the top.-->>> The wall is too high to climb over.-->>> I think she climbed in through the window.-->>> She loves to hike and climb.-->>> I turned the TV on and climbed into bed.-->>> He dreams of climbing Kilimanjaro.-->>> The pilot climbed into the cockpit.-->>> The wall's too high for us to climb over.-->>> The mountain climber couldn't find a hold to climb any higher.-->>> Inflation climbed 2% last month.-->>> Climb to the top of the ladder and chuck the apples down to me.-->>> For safety, always climb with a partner.-->>> You don't have to climb the tree; it may be possible to shake the apples down.-->>> The path climbs high into the hills.-->>> We finally reached even ground after the long climb.-->>> Take care to ensure that the ladder is steady before you climb it.-->>> The long climb left Jan feeling breathless.-->>> The terrain varies as you climb higher.-->>> We had a nasty climb to reach the summit.-->>> The actors were climbing down from the stage.-->>> They agreed about the difficulty of the climb.-->>> The bus pulled in, and we climbed aboard.-->>> The path began to climb steeply upwards.-->>> Steve climbed rapidly in the sales division.","-->>> Гарри поднялся по лестнице.-->>> Он перелез через забор.-->>> Он натянул на себя одежду.-->>> Я забрался в постель и притворился спящим.-->>> Кошка упала в яму и никак не могла оттуда выкарабкаться.-->>> Но люди же видели, как ты брал эту книгу; как ты сможешь это объяснить?-->>> Слезь с того дерева!-->>> Им понадобилось шесть дней, чтобы взобраться на гору.-->>> Будучи ребенком, я любил лазить по деревьям.-->>> Это был трудный подъём к вершине.-->>> Стена слишком высока, чтобы перелезть через неё.-->>> Я думаю, что она влезла через окно.-->>> Она любит ходить в походы и подниматься в горы.-->>> Я включила телевизор и забрались в кровать.-->>> Он мечтает о восхождении на Килиманджаро.-->>> Пилот забрался в кабину самолёта.-->>> Стена слишком высокая, нам не перелезть.-->>> Альпинист не мог найти опору, чтобы подниматься дальше.-->>> В прошлом месяце уровень инфляции поднялся на два процента.-->>> Заберись по лестнице на самый верх и скинь мне несколько яблок.-->>> В целях безопасности, совершайте восхождение только вместе с напарником.-->>> Тебе не нужно лезть на дерево; яблоки, наверное, можно стряхнуть.-->>> Тропа поднимается высоко в горы.-->>> После долгого подъёма мы наконец-то добрались до равнины.-->>> Прежде чем подняться по лестнице, убедитесь, что она устойчива.-->>> После долгого подъёма Ян совершенно выдохся.-->>> По мере того, как вы поднимаетесь выше, местность меняется.-->>> Чтобы достичь вершины, нам пришлось преодолеть очень опасный подъём.-->>> Актёры спускались со сцены.-->>> Они договорились о сложности восхождения.",
"cool 
", |kuːl|,"прохладный, клевый, прохладно, свежо, охлаждать, прохлада","-->>> Cool before drinking.-->>> Be cool, be natural.-->>> Cool bike!-->>> She's pretty cool.-->>> You look cool in denim.-->>> We were in the cool shadow of the mountain.-->>> Your parents are way cool.-->>> Tomorrow, it will be cloudy and cool.-->>> I'm feeling a little cool.-->>> Allow the biscuits to cool for five minutes.-->>> The weather is cool today.-->>> The cool water refreshed us.-->>> Luke gave her a cool look.-->>> He certainly knew that such a request was a trifle cool.-->>> The evening air was cool.-->>> I think she's way cool, man.-->>> Mary's dress is really cool.-->>> It cools with extreme slowness.-->>> I am rather upon cool terms with him.-->>> Warm air is more buoyant than cool air.-->>> A thunderstorm had cooled the atmosphere.-->>> I envy you your cool.-->>> The fan cools the engine.-->>> She's a pretty cool customer.-->>> Her skin felt smooth and cool.-->>> A cool breeze rippled the water.-->>> We were wishing for cool weather.-->>> Little S. is well known as a cool hand.-->>> A small payment now will cool his anger down.-->>> She didn't cool off for hours after that argument.-->>> 'I'm finished.' 'Cool.'-->>> Cool off with an iced drink.-->>> Relax in the sun with a cool drink.","-->>> Охладить перед употреблением.-->>> Будь спокойным, веди себя естественно.-->>> Классный велосипед!-->>> Она очень классная. / Она довольно крутая.-->>> Ты круто выглядишь в джинсе.-->>> Мы находились в прохладной тени горы.-->>> Твои родители намного круче.-->>> Завтра будет облачно и прохладно.-->>> Я слегка мерзну. / Мне немного прохладно.-->>> Дайте печенью остыть в течение пяти минут.-->>> Прохладно сегодня.-->>> Прохладная вода освежила нас.-->>> Люк одарил её холодным взглядом.-->>> Конечно, он знал, что это несколько нахальное требование.-->>> Вечерний воздух был прохладным.-->>> По-моему, она очень крутая, приятель.-->>> Платье Мэри и впрямь очень крутое.-->>> Он охлаждается чрезвычайно медленно.-->>> У меня с ним, скорее, прохладные отношения.-->>> Тёплый воздух легче холодного.-->>> Гроза принесла прохладу.-->>> Завидую вашему хладнокровию.-->>> Вентилятор охлаждает двигатель.-->>> Она - довольно наглый клиент.-->>> Наощупь её кожа была гладкой и прохладной.-->>> Вода покрылась рябью от холодного ветра.-->>> Нам хотелось, чтобы была прохладная погода.-->>> Малыш С. хорошо известен своим хладнокровием.-->>> Небольшая выплата должна его успокоить.-->>> После этого спора она несколько часов не могла успокоиться.",
"design 
", |dɪˈzaɪn|,"дизайн, разработка, конструкция, проектировать, разрабатывать",-->>> He designed the perfect crime.-->>> This is the natural design of life.-->>> She designed to excel in her studies.-->>> The machine has a complicated design.-->>> He has ambitious designs for his son.-->>> This man designs dresses for the Queen.-->>> Who designed the book's cover?-->>> She designed a new logo for the company.-->>> I had some experience in fashion design.-->>> Design a strategy for battle.-->>> This room is not designed for work.-->>> He made no secret of his designs.-->>> Chanel designed the famous suit.-->>> The design proved to be a success.-->>> I like the design of the textbook.-->>> The book is designed as a reference manual.-->>> The gallery is a triumph of design.-->>> The design is incised into the clay.-->>> This guide will help you learn how to customize the design of your site.-->>> The machine had a flawed design.-->>> The course is designed for beginners.-->>> I love the sculpture's design.-->>> She got a degree in graphic design.-->>> The coach had a design on the doors.-->>> It was an excellent design for living.-->>> I'm taking a course in graphic design.-->>> MOS design-->>> The car has a highly original design.-->>> He tooled a design on the leather belt.-->>> The clay is incised to create a design.-->>> ...wreathed small flowers into the design for the wallpaper...-->>> ...studied the ascendance of modernism in 20th-century art and design...-->>> The new design was supposed to have consumers beating a path to their door.,"-->>> Он спланировал идеальное преступление.-->>> Это естественный ход жизни.-->>> Она намеревалась превзойти всех в учёбе.-->>> Машина имеет сложную конструкцию.-->>> У него амбициозные планы в отношении сына.-->>> Этот человек придумывает наряды для королевы.-->>> Кто занимался оформлением обложки этой книги?-->>> Она разработала новый логотип для этой компании.-->>> У меня был некоторый опыт в области дизайна моды.-->>> Разработайте стратегию боя.-->>> Это помещение не предназначено для работы.-->>> Он не скрывал своих замыслов.-->>> Этот знаменитый костюм разработала Шанель.-->>> Замысел оказался успешным.-->>> Мне нравится компоновка этого учебника.-->>> Книга задумана в качестве справочного пособия.-->>> Эта галерея представляет собой торжество конструкторской мысли.-->>> Этот узор вырезан в глине.-->>> Это руководство поможет вам научиться подстраивать дизайн своего сайта под индивидуальные требования.-->>> У этой машины были дефекты конструкции.-->>> Курс предназначен для начинающих.-->>> Мне нравится дизайн этой скульптуры.-->>> Она получила образование по специальности ""графический дизайн"".-->>> На дверях вагона был какой-то узор.-->>> Это был отличный жизненный план.-->>> Я прохожу курс графического дизайна.-->>> МОП-структура-->>> Данный автомобиль обладает весьма оригинальным дизайном.-->>> Он нанёс на кожаный ремень узор.-->>> В глине сделаны насечки, создающие узор.",
